Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Prog,Dribbles_Succ,Dribbles_Att,PlayerID,NationID,SquadID,MatchID,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Medium_Cmp,Medium_Att,Long_Cmp,Long_Att,xA,KP,1/3,PPA,CrsPA,Prog,Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Tkl+Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Aldana Cometti,6,ar ARG,CB,26-268,90,0,0,0,0,1,0,1,0,70,1,5,0,0.0,0.0,0.0,1,0,48,60,5,1,1,41ccf1ac,ARG,89818574,e4203147,48,60,1071,488,11,14,30,35,7,11,0.0,0,7,1,0,5,60,54,6,2,1,2,0,4,0,0,0,0,48,0,1,1,1,1,0,0,0,0,0,0,0,0,6,2,0,70,3,28,42,1,1,70,1,3,49,0,0,1,2,0,0,1,0,0,0,6,1,0
Lauren,4,br BRA,CB,20-074,90,0,0,0,0,1,1,0,0,70,1,0,1,0.1,0.1,0.0,1,0,56,64,3,0,0,9dde3aba,BRA,89818574,e4203147,56,64,1252,539,8,9,40,42,8,13,0.0,0,2,0,0,3,64,61,3,2,0,1,0,1,0,0,0,0,56,0,0,1,1,1,0,0,0,0,0,1,1,0,1,3,0,70,11,45,25,1,1,70,0,0,51,0,0,0,1,0,0,1,0,0,0,9,1,0
Monica Hickmann Alves,5,br BRA,CB,44-236,90,0,0,0,0,0,0,0,0,113,4,7,0,0.0,0.0,0.0,0,0,85,101,9,0,0,fc36eaca,BRA,89818574,e4203147,85,101,1737,777,28,30,50,56,7,13,0.0,0,7,0,0,9,101,88,12,6,0,1,0,6,0,0,0,0,85,1,1,4,3,2,2,0,4,4,0,0,0,0,11,0,0,113,2,57,52,5,0,113,0,1,68,0,0,0,1,0,0,3,0,0,0,12,1,1
Paola Ulloa,1,,GK,25-335,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,18,0,0,0,27c88dfc,,89818574,e4203147,17,18,383,230,3,3,12,12,2,3,0.0,0,0,0,0,0,18,12,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,18,21,1,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0
Ana de Teresa,8,,FW,21-021,70,1,0,0,0,2,2,0,0,16,0,0,0,0.1,0.1,0.0,1,1,8,10,0,0,1,ed9340d2,,27acb0af,e4203147,8,10,143,36,2,2,6,7,0,1,0.0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,2,2,10,5,1,16,2,2,10,3,0,0,1,0,0,0,0,0,0,4,0,1
Bárbara López,12,,FW,17-088,20,0,1,0,0,0,0,0,0,14,1,0,1,0.0,0.0,0.2,1,1,5,9,0,0,2,9b2eca77,,27acb0af,e4203147,5,9,59,0,4,8,1,1,0,0,0.2,1,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,14,0,3,4,7,3,14,0,0,7,2,0,1,0,0,0,1,0,0,0,1,0,0
Amanda Edgren,20,se SWE,LW,29-094,90,0,2,0,0,0,0,0,0,39,1,2,1,0.0,0.0,0.2,2,2,12,25,3,1,3,658b6b76,SWE,27acb0af,e4203147,12,25,135,59,9,12,3,11,0,1,0.2,2,0,1,0,3,25,25,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,1,0,0,0,0,1,0,1,3,3,0,39,2,10,19,11,1,39,4,1,27,1,0,3,0,0,0,0,0,0,0,2,3,2
María Ruíz,9,,RW,21-319,90,0,0,0,0,1,1,0,0,26,3,0,1,0.0,0.0,0.0,0,0,7,13,1,0,3,93015232,,27acb0af,e4203147,7,13,137,66,3,5,3,5,1,3,0.0,0,2,0,0,1,13,13,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,1,1,1,1,2,1,1,0,1,3,0,0,26,0,5,13,8,1,26,2,2,11,0,0,1,1,0,0,1,0,0,0,4,0,0
Patrícia Hmírová,11,sk SVK,AM,28-361,90,1,0,0,0,3,2,0,0,30,2,1,1,0.2,0.2,0.0,0,0,12,20,1,0,0,2fe6b297,SVK,27acb0af,e4203147,12,20,176,17,7,10,5,9,0,0,0.0,0,0,1,0,1,20,20,0,0,0,0,0,0,0,0,0,0,12,0,1,2,2,0,0,2,0,0,0,1,0,1,3,1,0,30,1,4,11,15,2,30,2,1,19,4,0,2,2,0,0,2,0,0,0,4,0,1
Patrycja Balcerzak,23,pl POL,DM,28-329,90,1,0,0,0,2,1,1,0,31,0,0,3,0.2,0.2,0.0,1,0,8,19,2,0,0,8d9be8cd,POL,27acb0af,e4203147,8,19,150,72,4,6,3,8,1,3,0.0,0,1,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,3,1,2,0,1,0,31,2,6,19,8,1,31,3,1,8,1,0,6,1,0,0,0,0,0,0,9,1,0
Sandra Castelló,16,,DM,29-111,90,0,0,0,0,1,1,0,0,37,0,3,1,0.0,0.0,0.0,2,1,15,27,1,1,2,435a10d6,,27acb0af,e4203147,15,27,234,78,9,11,5,11,1,3,0.0,1,1,0,0,1,27,27,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,1,1,0,3,1,0,37,2,6,23,9,0,37,0,0,12,1,0,2,0,0,0,0,0,0,0,8,1,2
Raiderlin Carrasco,4,ve VEN,LB,20-138,90,0,0,0,0,0,0,0,0,62,1,3,2,0.0,0.0,0.0,1,0,27,54,2,2,4,d10dca54,VEN,27acb0af,e4203147,27,54,506,380,12,22,13,26,2,6,0.0,0,1,0,0,2,54,27,27,3,0,0,2,24,0,0,0,0,27,0,0,1,1,0,0,1,0,1,1,2,0,2,4,0,0,62,0,20,28,16,0,62,4,0,18,0,0,1,0,0,2,1,0,0,0,10,0,0
Patricia Ojeda,15,,CB,31-263,90,0,0,0,0,0,0,0,0,32,1,0,2,0.0,0.0,0.0,1,1,12,23,1,0,0,1dae60f5,,27acb0af,e4203147,12,23,316,258,3,4,5,7,4,12,0.1,0,1,0,0,1,23,18,5,5,0,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,1,1,0,2,1,1,1,6,0,32,11,21,11,0,0,32,0,0,8,0,0,0,1,0,0,0,0,0,0,4,1,0
Laia Ballesté,14,,CB,23-065,90,0,0,0,0,0,0,0,0,20,2,0,0,0.0,0.0,0.0,0,0,6,14,0,0,0,4769f6f1,,27acb0af,e4203147,6,14,121,66,1,1,4,5,1,8,0.0,0,0,0,0,0,14,10,4,2,0,0,0,2,0,0,0,0,6,0,0,2,2,2,0,0,2,2,0,0,0,0,2,2,0,20,3,15,5,0,0,20,1,0,4,0,0,0,1,0,0,2,0,0,0,3,0,0
Paula Romero,19,,RB,24-181,90,0,0,0,0,0,0,0,0,35,2,2,1,0.0,0.0,0.0,0,0,10,25,1,0,0,b453c51e,,27acb0af,e4203147,10,25,195,157,3,5,6,15,1,5,0.0,0,1,0,0,1,25,14,11,0,0,0,0,11,0,0,0,0,10,0,0,2,1,1,1,0,1,2,1,1,1,0,4,5,0,35,5,19,13,3,0,35,1,0,7,0,0,2,0,0,0,1,0,0,0,4,0,0
Zala Meršnik,13,si SVN,GK,21-172,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,16,30,0,0,0,87abcda9,SVN,27acb0af,e4203147,16,30,564,445,0,0,4,5,12,25,0.0,0,0,0,0,0,30,15,15,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,35,37,0,0,0,37,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Sheila Guijarro,9,,FW,26-061,90,0,0,0,0,2,0,0,0,34,0,0,0,0.2,0.2,0.1,5,0,16,25,2,1,2,b75a6a51,,7a7bef84,a267cc52,16,25,197,25,14,19,1,3,1,1,0.2,1,1,1,0,2,25,18,7,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,1,4,17,13,7,34,3,0,20,4,0,1,3,0,1,0,0,0,0,2,2,1
Belén Martínez,7,,FW,34-002,72,1,0,0,0,3,1,0,0,23,4,0,0,0.1,0.1,0.0,1,0,6,14,0,0,2,7e31d872,,7a7bef84,a267cc52,6,14,77,3,5,9,1,5,0,0,0.0,1,0,0,0,0,14,14,0,0,0,0,1,0,0,0,0,0,6,0,0,4,3,1,2,1,2,2,0,0,0,0,4,0,0,23,0,1,12,10,3,23,3,0,12,1,0,1,1,1,1,3,0,0,0,4,1,0
Lucía Romero,28,,"LM,FW",20-015,18,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,4,6,1,0,0,5feaae04,,7a7bef84,a267cc52,4,6,49,42,1,3,2,2,0,0,0.0,0,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,8,0,1,4,3,0,8,0,0,5,2,0,0,0,0,0,1,0,0,0,1,0,0
María Llompart,12,,"LM,RM",22-038,72,0,0,0,0,1,0,0,0,28,1,0,1,0.0,0.0,0.1,3,0,14,17,1,0,1,7f9fb342,,7a7bef84,a267cc52,14,17,226,96,9,11,3,3,2,3,0.1,2,0,0,0,1,17,15,2,0,0,1,2,0,2,2,0,0,14,0,0,1,1,0,1,0,0,1,1,1,1,0,1,2,0,28,1,6,11,11,0,28,5,1,16,0,0,2,1,0,2,1,0,0,0,2,0,2
Estefanía Lima,8,,RM,33-199,18,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0.0,0,0,4,7,1,0,0,ec6de98d,,7a7bef84,a267cc52,4,7,63,18,2,2,2,4,0,1,0.0,0,0,0,0,1,7,6,1,0,0,0,2,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,3,1,9,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0
Ainoa Campo,20,,CM,26-162,90,0,0,0,0,2,2,0,0,43,1,1,1,0.6,0.6,0.0,2,0,19,31,2,0,1,93aa95a3,,7a7bef84,a267cc52,19,31,333,134,10,16,5,7,3,6,0.0,0,3,0,0,2,31,30,1,0,0,0,1,1,0,0,0,0,19,0,1,1,0,0,1,0,1,4,3,1,0,1,2,1,0,43,1,12,24,7,1,43,4,0,25,2,0,0,1,0,1,0,0,0,0,8,1,0
Paola Soldevila,18,,"CM,RB",25-354,84,0,0,0,0,2,0,2,1,37,0,2,0,0.0,0.0,0.0,2,0,19,30,4,0,0,469420ca,,7a7bef84,a267cc52,19,30,272,127,11,17,6,10,1,2,0.0,1,2,0,0,4,30,29,1,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,37,4,11,23,4,0,37,1,0,15,0,1,2,0,0,0,0,0,0,0,5,1,1
Cienfu,6,,RM,21-232,45,0,0,0,0,1,1,0,0,17,0,0,0,0.0,0.0,0.0,1,0,8,14,1,0,0,97d28a0b,,7a7bef84,a267cc52,8,14,129,43,3,3,4,9,0,1,0.0,0,0,0,0,1,14,14,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,3,8,6,1,17,1,2,10,3,0,0,0,0,1,0,0,0,0,6,0,2
Fatoumata Kanteh,10,,"LM,FW",25-147,45,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,2,0,6,15,0,1,1,06c27ef8,,7a7bef84,a267cc52,6,15,79,51,4,9,2,2,0,0,0.0,0,0,0,0,0,15,13,2,0,0,0,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,10,0,15,0,0,13,5,0,0,0,0,3,0,0,0,0,1,1,0
Francisca Lara,15,cl CHI,LB,32-120,83,0,0,0,0,1,0,0,0,56,7,1,1,0.1,0.1,0.2,6,1,24,39,3,0,2,53dece05,CHI,7a7bef84,a267cc52,24,39,437,303,7,8,13,17,2,9,0.2,2,1,2,2,3,39,27,12,1,0,0,6,9,2,1,1,0,24,0,2,7,3,6,0,1,4,5,1,1,0,1,8,3,0,56,2,18,24,14,0,56,2,0,15,2,0,2,0,0,6,3,0,0,0,6,0,0
Albeta,30,,LB,21-104,7,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,2,4,0,0,0,4f3341b5,,7a7bef84,a267cc52,2,4,15,15,2,3,0,1,0,0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,0,2,2,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Irene Miguélez,4,,CB,18-144,90,0,0,0,0,0,0,0,0,38,2,3,3,0.0,0.0,0.0,0,0,17,25,0,0,0,2f3692f0,,7a7bef84,a267cc52,17,25,291,135,9,13,6,8,2,4,0.0,0,0,0,0,0,25,23,2,2,0,0,0,0,0,0,0,0,17,0,0,2,1,2,0,0,2,2,0,3,0,3,5,4,0,38,2,21,17,1,0,38,2,0,14,0,0,0,1,0,0,1,0,0,0,6,0,0
Lara Mata,22,,CB,29-281,90,0,0,0,0,1,0,0,0,36,3,2,0,0.1,0.1,0.0,0,0,16,23,3,0,0,ecf1f2a5,,7a7bef84,a267cc52,16,23,341,152,4,6,10,12,2,5,0.0,0,2,0,0,3,23,22,1,1,0,0,0,0,0,0,0,0,16,0,0,3,2,2,1,0,1,1,0,0,0,0,5,5,1,36,4,20,15,1,1,36,1,0,10,0,0,0,0,0,0,2,0,0,0,4,3,0
Nerea Pérez Machado,14,es ESP,RB,28-319,79,0,0,0,0,0,0,0,0,46,5,3,3,0.0,0.0,0.0,1,0,17,34,2,0,1,6041cdeb,ESP,7a7bef84,a267cc52,17,34,202,110,14,17,3,8,0,8,0.0,0,1,0,0,2,34,21,12,1,0,0,0,11,0,0,0,0,17,1,0,5,3,0,5,0,2,4,2,3,1,2,8,1,0,46,0,13,28,6,0,46,1,1,13,0,0,4,1,0,0,3,0,0,0,6,0,0
Iglesias De La Cruz,11,es ESP,CM,19-088,11,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,8,0,0,0,d5195e84,ESP,7a7bef84,a267cc52,4,8,54,6,2,4,2,3,0,1,0.0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,6,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Elena de Toro,1,,GK,25-299,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,14,33,0,0,0,ac649acb,,7a7bef84,a267cc52,14,33,584,501,0,0,3,4,11,29,0.0,0,0,0,0,0,33,20,13,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,26,36,0,0,0,36,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0
Ainize Barea Núñez,22,es ESP,FW,30-305,90,1,0,0,0,3,2,0,0,32,0,1,1,0.4,0.4,0.1,2,0,13,20,0,1,2,08137080,ESP,94929c05,a267cc52,13,20,215,24,7,9,5,7,1,1,0.1,1,0,1,1,0,20,17,2,0,0,0,2,0,0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,32,0,0,14,18,4,32,5,1,22,3,0,1,0,0,2,0,0,0,0,2,0,1
Jone Amezaga,31,,LW,17-328,72,1,0,0,0,3,1,0,0,27,1,2,1,0.7,0.7,0.0,1,0,3,8,0,1,4,7403b395,,94929c05,a267cc52,3,8,47,15,2,6,1,2,0,0,0.0,0,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,1,0,3,0,0,27,1,3,17,10,3,27,6,2,14,2,0,0,3,1,0,1,0,0,0,3,2,3
Naroa Uriarte,5,,LW,21-294,18,0,0,0,0,0,0,1,0,11,1,0,0,0.0,0.0,0.0,0,0,8,9,1,0,0,1e4610b4,,94929c05,a267cc52,8,9,162,33,2,2,6,6,0,1,0.0,0,1,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,11,0,6,4,1,0,11,1,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0
Ane Azkona,16,es ESP,RW,24-134,78,0,0,0,0,1,0,1,0,32,1,1,0,0.1,0.1,0.0,0,0,12,20,1,0,4,2dfa2aa3,ESP,94929c05,a267cc52,12,20,138,19,8,11,3,6,0,0,0.0,0,1,0,0,1,20,20,0,0,0,0,1,0,0,0,0,0,12,0,3,1,1,1,0,0,1,1,0,0,0,0,2,2,0,32,2,5,12,15,2,32,0,3,23,3,0,1,1,0,1,1,0,0,0,2,1,0
Leyre Monente,10,,RW,22-284,12,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.2,1,0,4,5,0,0,0,b5375f49,,94929c05,a267cc52,4,5,76,34,1,1,2,3,1,1,0.1,2,0,0,0,0,5,4,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,1,7,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1
Clara Pinedo,15,,LM,19-078,78,1,0,0,0,2,2,0,0,23,3,1,0,0.6,0.6,0.0,1,0,8,14,0,0,0,68fd2ca4,,94929c05,a267cc52,8,14,116,19,5,7,3,6,0,1,0.0,0,0,0,0,0,14,13,1,1,0,0,2,0,0,0,0,0,8,0,0,3,3,1,2,0,3,4,1,0,0,0,4,0,0,23,0,3,9,11,1,23,2,1,11,2,0,0,0,0,2,3,0,0,0,3,1,1
Nekane Díez,7,es ESP,LM,31-105,12,1,0,0,0,2,1,0,0,5,0,0,0,0.3,0.3,0.0,0,0,1,2,0,0,0,4c0a4b1e,ESP,94929c05,a267cc52,1,2,10,5,1,2,0,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,2,5,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Marta Unzué,8,es ESP,CM,34-145,72,0,0,0,0,1,1,0,0,47,2,2,1,0.0,0.0,0.0,2,1,22,36,1,2,2,32afe064,ESP,94929c05,a267cc52,22,36,446,149,6,8,14,20,2,8,0.0,1,1,0,0,1,36,33,3,3,0,0,2,0,0,0,0,0,22,0,2,2,2,1,1,0,1,1,0,1,1,0,4,0,0,47,6,21,20,6,1,47,0,0,21,0,0,0,3,0,2,2,0,0,0,12,1,4
Itxaso Uriarte,18,,CM,31-086,18,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,1,0,9,10,0,0,0,2b141a84,,94929c05,a267cc52,9,10,241,39,2,3,3,3,4,4,0.0,0,2,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,2,9,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0
Mariana Cerro,19,,RM,22-188,90,0,0,0,0,0,0,0,0,42,0,0,3,0.0,0.0,0.0,1,0,20,30,2,1,1,3b7b59d8,,94929c05,a267cc52,20,30,399,103,10,13,6,10,4,6,0.0,0,7,0,0,2,30,29,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,3,1,2,0,4,0,42,4,13,19,10,0,42,1,0,25,2,0,0,2,1,1,0,0,0,0,4,0,0
Nerea Nevado,17,,LB,21-213,78,0,1,0,0,0,0,0,0,60,1,0,0,0.0,0.0,0.4,1,1,39,53,2,1,2,1fe41030,,94929c05,a267cc52,39,53,827,282,17,22,12,13,9,17,0.0,1,2,0,0,2,53,35,18,4,0,1,6,9,5,3,1,0,39,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,60,0,18,33,9,0,60,1,3,26,0,0,1,2,0,6,1,0,0,0,5,1,0
Eunate Arraiza,14,es ESP,LB,31-176,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,7,2,0,0,7685f89a,ESP,94929c05,a267cc52,5,7,90,57,2,2,3,4,0,1,0.0,0,1,0,0,2,7,6,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,1,0,8,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Bibiane Schulze-Solano,21,de GER,CB,24-014,90,0,0,0,0,0,0,1,0,71,1,2,0,0.0,0.0,0.0,1,0,47,60,1,0,0,619b6566,GER,94929c05,a267cc52,47,60,1016,377,9,12,35,37,3,11,0.0,0,2,0,0,1,60,57,3,3,0,0,0,0,0,0,0,0,47,0,0,1,1,1,0,0,1,2,1,0,0,0,3,4,0,71,7,53,17,1,0,71,1,0,41,0,0,3,0,0,0,1,0,0,0,7,0,0
Oihane Valdezate,6,,CB,22-230,90,0,1,0,0,1,0,0,0,60,0,0,1,0.0,0.0,0.3,4,2,40,55,4,0,0,a3a76e5f,,94929c05,a267cc52,40,55,1155,603,3,5,26,29,11,20,0.0,3,8,0,0,4,55,55,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,60,7,33,25,2,0,60,0,0,37,0,0,0,0,0,0,0,0,0,0,11,0,0
Oihane Hernandez,11,es ESP,RB,22-206,90,1,2,0,0,1,1,0,0,73,2,1,0,0.4,0.4,0.4,3,2,40,57,2,3,6,799764cf,ESP,94929c05,a267cc52,40,57,714,328,18,22,20,27,2,6,0.1,2,1,1,0,2,57,37,20,1,0,0,8,19,0,0,0,0,40,0,1,2,1,1,1,0,1,1,0,0,0,0,3,3,0,73,1,17,26,32,2,73,1,1,35,1,0,1,0,0,8,1,0,0,0,5,0,0
María Asunción Quiñones,1,es ESP,GK,26-028,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,1,1,34,40,0,0,0,55ff64ce,ESP,94929c05,a267cc52,34,40,767,393,6,6,24,26,4,8,0.0,0,0,0,0,0,40,31,9,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,42,44,1,0,0,45,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0
Esther González,10,es ESP,FW,29-353,45,1,2,0,0,4,2,0,0,24,0,0,0,0.4,0.4,1.1,4,2,14,19,3,1,2,8f146dff,ESP,54582b93,2bb592d4,14,19,255,117,3,6,9,9,1,2,0.5,3,2,1,0,3,19,19,0,0,1,0,2,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,14,7,24,0,1,21,6,0,0,0,2,2,0,0,0,0,2,0,1
Nahikari García,9,es ESP,FW,25-261,45,0,0,0,0,4,1,0,0,28,0,1,0,0.6,0.6,0.0,3,0,15,20,0,1,3,b7defb34,ESP,54582b93,2bb592d4,15,20,190,20,12,14,3,4,0,0,0.0,1,0,0,0,0,20,18,2,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,1,1,15,12,7,28,1,0,21,6,0,0,3,2,0,0,0,0,0,1,0,1
Naomie Feller,20,fr FRA,LW,21-020,55,2,0,0,0,3,2,0,0,20,2,0,1,1.1,1.1,0.0,6,2,9,12,1,3,3,bd2f40ca,FRA,54582b93,2bb592d4,9,12,114,40,6,7,2,2,0,0,0.0,0,2,1,0,1,12,11,0,0,0,0,0,0,0,0,0,0,9,1,1,2,2,0,1,1,0,0,0,1,0,1,2,0,0,20,0,0,3,17,6,20,2,0,13,7,0,0,0,0,0,2,0,0,0,2,1,1
Caroline Møller,16,dk DEN,LW,23-342,35,0,0,0,0,0,0,0,0,26,1,0,3,0.0,0.0,0.0,0,0,12,18,3,0,2,e5cf9043,DEN,54582b93,2bb592d4,12,18,177,66,4,6,4,5,2,2,0.0,0,2,1,0,3,18,16,2,1,0,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,3,1,2,1,0,0,26,1,1,15,10,1,26,2,1,20,2,0,0,1,0,0,0,0,0,0,0,0,1
Athenea del Castillo,22,es ESP,RW,22-033,72,0,1,0,0,0,0,1,0,48,0,1,1,0.0,0.0,0.3,3,1,26,37,3,2,6,cd031048,ESP,54582b93,2bb592d4,26,37,373,132,16,18,8,10,1,2,0.3,2,3,1,1,3,37,29,8,1,0,0,4,6,1,0,0,0,26,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,48,0,4,25,20,1,48,5,0,30,4,0,0,2,0,4,0,0,0,0,7,0,0
Lucía Rodríguez,18,es ESP,RW,23-186,18,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,8,10,0,0,1,9d8f244b,ESP,54582b93,2bb592d4,8,10,139,76,6,6,1,1,1,2,0.0,0,0,0,0,0,10,6,4,1,0,1,1,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,10,1,12,1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
Caroline Weir,11,sct SCO,LM,27-159,60,1,1,0,0,1,1,0,0,46,0,0,0,0.2,0.2,0.2,2,1,30,41,4,3,4,b30c8ad2,SCO,54582b93,2bb592d4,30,41,551,141,13,15,15,16,2,8,0.4,2,5,2,0,4,41,36,3,1,3,0,3,0,2,0,0,2,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,31,15,2,46,1,3,40,7,0,0,1,0,3,0,0,0,0,5,0,0
Sandie Toletti,6,fr FRA,LM,27-136,30,0,0,0,0,2,0,0,0,26,1,0,0,0.2,0.2,0.0,1,0,15,19,1,1,2,7ea4e1eb,FRA,54582b93,2bb592d4,15,19,212,60,9,10,5,5,1,3,0.0,0,1,0,0,1,19,18,1,0,1,0,1,0,1,0,1,0,15,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,26,0,1,15,10,1,26,2,0,17,0,0,1,0,0,1,1,0,0,0,4,2,2
Teresa Abilleira,3,es ESP,CM,22-321,90,1,0,0,0,2,1,0,0,85,2,0,1,0.5,0.5,0.2,3,0,57,74,8,2,2,46f75f0c,ESP,54582b93,2bb592d4,57,74,984,438,22,25,26,35,6,10,0.2,2,7,1,0,8,74,63,11,7,2,0,3,1,3,2,0,0,57,0,1,2,1,0,0,2,0,0,0,1,0,1,2,0,0,85,1,22,45,18,1,85,1,1,52,3,0,3,3,0,3,1,0,0,0,8,2,1
